단축코드,표준코드,한글명,그룹코드
318410,KR7318410008,비비씨,ST
319400,KR7319400008,현대무벡스,ST
319660,KR7319660007,피에스케이,ST
320000,KR7320000003,한울반도체,ST
321260,KR7321260002,프로이천,ST
321370,KR7321370009,센서뷰,ST
321550,KR7321550006,티움바이오,ST
321820,KR7321820003,아티스트컴퍼니,ST
322180,KR7322180001,LS티라유텍,ST
322310,KR7322310004,오로스테크놀로지,ST
322510,KR7322510009,제이엘케이,ST
322780,KR7322780008,코퍼스코리아,ST
323280,KR7323280008,태성,ST
323350,KR7323350009,다원넥스뷰,ST
323990,KR7323990002,박셀바이오,ST
327260,KR7327260006,RF머트리얼즈,ST
328130,KR7328130000,루닛,ST
328380,KR7328380001,솔트웨어,ST
330350,KR7330350000,위더스제약,ST
330730,KR7330730003,스톤브릿지벤처스,ST
330860,KR7330860008,네패스아크,ST
331380,KR7331380006,포커스에이아이,ST
331520,KR7331520007,밸로프,ST
331740,KR7331740001,아우토크립트,ST
331920,KR7331920009,셀레믹스,ST
332290,KR7332290006,누보,ST
332370,KR7332370006,아이디피,ST
332570,KR7332570001,PS일렉트로닉스,ST
333050,KR7333050003,이노테나,ST
333430,KR7333430007,일승,ST
333620,KR7333620003,엔시스,ST
334970,KR7334970001,프레스티지바이오로직스,ST
335810,KR7335810008,프리시젼바이오,ST
335870,KR7335870002,윙스풋,ST
336060,KR7336060009,웨이버스,ST
336570,KR7336570007,원텍,ST
336680,KR7336680004,탑런토탈솔루션,ST
337930,KR7337930002,젝시믹스,ST
338220,KR7338220007,뷰노,ST
338840,KR7338840002,와이바이오로직스,ST
339950,KR7339950008,아이비김영,ST
340360,KR7340360007,다보링크,ST
340440,KR7340440007,세림B&G,ST
340450,KR7340450006,지씨지놈,ST
340570,KR7340570001,티앤엘,ST
340810,KR7340810001,시선AI,ST
340930,KR7340930007,유일에너테크,ST
342870,KR7342870003,오아,ST
344860,KR7344860002,이노진,ST
347000,KR7347000002,센코,ST
347700,KR7347700007,스피어,ST
347740,KR7347740003,피엔케이피부임상연구센타,ST
347770,KR7347770000,핌스,ST
347850,KR7347850000,디앤디파마텍,ST
347860,KR7347860009,알체라,ST
347890,KR7347890006,엠엑스온,ST
348030,KR7348030008,모비릭스,ST
348080,KR7348080003,큐라티스,ST
348150,KR7348150004,고바이오랩,ST
348210,KR7348210006,넥스틴,ST
348340,KR7348340001,뉴로메카,ST
348350,KR7348350000,위드텍,ST
348370,KR7348370008,엔켐,ST
351320,KR7351320007,넥사다이내믹스,ST
351330,KR7351330006,이삭엔지니어링,ST
351870,KR7351870001,차이커뮤니케이션,ST
352090,KR7352090005,스톰테크,ST
352480,KR7352480008,씨앤씨인터내셔널,ST
352700,KR7352700009,씨앤투스,ST
352770,KR7352770002,셀레스트라,ST
352910,KR7352910004,오비고,ST
352940,KR7352940001,인바이오,ST
353190,KR7353190002,휴럼,ST
353590,KR7353590003,오토앤,ST
353810,KR7353810005,이지바이오,ST
354200,KR7354200008,엔젠바이오,ST
354320,KR7354320004,알멕,ST
355150,KR7355150004,코스텍시스,ST
355390,KR7355390006,크라우드웍스,ST
355690,KR7355690009,에이텀,ST
356680,KR7356680009,엑스게이트,ST
356860,KR7356860007,티엘비,ST
356890,KR7356890004,싸이버원,ST
357230,KR7357230002,에이치피오,ST
357550,KR7357550003,석경에이티,ST
357580,KR7357580000,아모센스,ST
357780,KR7357780006,솔브레인,ST
357880,KR7357880004,SKAI,ST
358570,KR7358570000,지아이이노베이션,ST
359090,KR7359090008,씨엔알리서치,ST
360070,KR7360070007,탑머티리얼,ST
360350,KR7360350003,코셈,ST
361390,KR7361390008,제노코,ST
361570,KR7361570005,알비더블유,ST
361670,KR7361670003,삼영에스앤씨,ST
362320,KR7362320004,청담글로벌,ST
362990,KR7362990004,드림인사이트,ST
363250,KR7363250002,진시스템,ST
363260,KR7363260001,모비데이즈,ST
364950,KR7364950006,에이아이코리아,ST
365270,KR7365270008,큐라클,ST
365330,KR7365330000,에스와이스틸텍,ST
365340,KR7365340009,성일하이텍,ST
365590,KR7365590009,하이딥,ST
365900,KR7365900000,브이씨,ST
366030,KR7366030005,공구우먼,ST
367000,KR7367000007,플래티어,ST
368600,KR7368600003,아이씨에이치,ST
368770,KR7368770004,파이버프로,ST
368970,KR7368970000,오에스피,ST
369370,KR7369370002,블리츠웨이엔터테인먼트,ST
370090,KR7370090003,퓨런티어,ST
371950,KR7371950007,풍원정밀,ST
372170,KR7372170001,윤성에프앤씨,ST
372320,KR7372320002,큐로셀,ST
372800,KR7372800003,아이티아이즈,ST
373110,KR7373110006,엑셀세라퓨틱스,ST
373160,KR7373160001,데이원컴퍼니,ST
373170,KR7373170000,엠아이큐브솔루션,ST
373200,KR7373200005,엑스플러스,ST
376180,KR7376180006,피코그램,ST
376270,KR7376270005,HEM파마,ST
376290,KR7376290003,씨유테크,ST
376300,KR7376300000,디어유,ST
376900,KR7376900007,로킷헬스케어,ST
376930,KR7376930004,노을,ST
376980,KR7376980009,원티드랩,ST
377030,KR7377030002,비트맥스,ST
377220,KR7377220009,프롬바이오,ST
377330,KR7377330006,이지트로닉스,ST
377450,KR7377450002,리파인,ST
377460,KR7377460001,큐에이드,ST
377480,KR7377480009,마음AI,ST
378340,KR7378340004,필에너지,ST
378800,KR7378800007,샤페론,ST
380540,KR7380540005,옵티코어,ST
380550,KR7380550004,뉴로핏,ST
381620,KR7381620004,제닉스로보틱스,ST
382150,KR7382150001,온코크로스,ST
382480,KR7382480002,지아이텍,ST
382800,KR7382800001,지앤비에스 에코,ST
382840,KR7382840007,원준,ST
382900,KR7382900009,범한퓨얼셀,ST
383310,KR7383310000,에코프로에이치엔,ST
383930,KR7383930005,디티앤씨알오,ST
384470,KR7384470001,코어라인소프트,ST
387570,KR7387570005,파인메딕스,ST
388050,KR7388050007,지투파워,ST
388210,KR7388210007,씨엠티엑스,ST
388610,KR7388610008,지에프씨생명과학,ST
388720,KR7388720005,유일로보틱스,ST
388790,KR7388790008,라이콤,ST
388870,KR7388870008,파로스아이바이오,ST
389020,KR7389020009,자람테크놀로지,ST
389030,KR7389030008,지니너스,ST
389140,KR7389140005,포바이포,ST
389260,KR7389260001,대명에너지,ST
389470,KR7389470006,인벤티지랩,ST
389500,KR7389500000,에스비비테크,ST
389650,KR7389650003,넥스트바이오메디컬,ST
389680,KR7389680000,유디엠텍,ST
391710,KR7391710001,코닉오토메이션,ST
393210,KR7393210000,토마토시스템,ST
393890,KR7393890009,더블유씨피,ST
393970,KR7393970009,대진첨단소재,ST
394280,KR7394280002,오픈엣지테크놀로지,ST
394420,KR7394420004,리센스메디컬,ST
394800,KR7394800007,쓰리빌리언,ST
396270,KR7396270001,넥스트칩,ST
396300,KR7396300006,세아메카닉스,ST
396470,KR7396470007,워트,ST
397030,KR7397030008,에이프릴바이오,ST
397810,KR7397810003,애드포러스,ST
398120,KR7398120006,에스지헬스케어,ST
399720,KR7399720002,가온칩스,ST
402030,KR7402030001,코난테크놀로지,ST
402490,KR7402490007,그린리소스,ST
403490,KR7403490006,우듬지팜,ST
403850,KR7403850001,더핑크퐁컴퍼니,ST
403870,KR7403870009,HPSP,ST
405000,KR7405000001,플라즈맵,ST
405100,KR7405100009,큐알티,ST
405920,KR7405920000,나라셀라,ST
406820,KR7406820001,뷰티스킨,ST
407400,KR7407400001,꿈비,ST
408470,KR7408470003,한패스,ST
408900,KR7408900009,스튜디오미르,ST
408920,KR7408920007,메쎄이상,ST
411080,KR7411080005,샌즈랩,ST
412350,KR7412350001,레이저쎌,ST
412540,KR7412540007,제일엠앤에스,ST
413390,KR7413390006,엠오티,ST
413630,KR7413630005,씨피시스템,ST
413640,KR7413640004,비아이매트릭스,ST
415380,KR7415380005,스튜디오삼익,ST
416180,KR7416180008,신성에스티,ST
417010,KR7417010006,나노팀,ST
417180,KR7417180007,핑거스토리,ST
417200,KR7417200003,LS머트리얼즈,ST
417500,KR7417500006,제이아이테크,ST
417790,KR7417790003,트루엔,ST
417840,KR7417840006,저스템,ST
417860,KR7417860004,오브젠,ST
417970,KR7417970001,모델솔루션,ST
418250,KR7418250007,시큐레터,ST
418420,KR7418420006,라온텍,ST
418470,KR7418470001,KT밀리의서재,ST
418550,KR7418550000,제이오,ST
418620,KR7418620001,E8,ST
419050,KR7419050000,삼기에너지솔루션즈,ST
419080,KR7419080007,엔젯,ST
419120,KR7419120001,산돌,ST
419530,KR7419530001,SAMG엔터,ST
419540,KR7419540000,비스토스,ST
420570,KR7420570004,제이투케이바이오,ST
420770,KR7420770000,기가비스,ST
424760,KR7424760007,벨로크,ST
424870,KR7424870004,이뮨온시아,ST
424960,KR7424960003,스마트레이더시스템,ST
424980,KR7424980001,마이크로투나노,ST
425040,KR7425040003,티이엠씨,ST
425420,KR7425420007,티에프이,ST
429270,KR7429270002,시지트로닉스,ST
430690,KR7430690008,한싹,ST
431190,KR7431190008,케이쓰리아이,ST
432430,KR7432430007,와이랩,ST
432470,KR7432470003,케이엔에스,ST
432720,KR7432720001,퀄리타스반도체,ST
432980,KR7432980001,엠에프씨,ST
434480,KR7434480000,모니터랩,ST
435570,KR7435570007,에르코스,ST
437730,KR7437730005,삼현,ST
438700,KR7438700007,버넥트,ST
439090,KR7439090002,마녀공장,ST
439580,KR7439580002,블루엠텍,ST
440110,KR7440110005,파두,ST
440290,KR7440290005,HB인베스트먼트,ST
440320,KR7440320000,오픈놀,ST
441270,KR7441270006,파인엠텍,ST
443250,KR7443250006,레뷰코퍼레이션,ST
443670,KR7443670005,에스피소프트,ST
444530,KR7444530000,심플랫폼,ST
445090,KR7445090004,에이직랜드,ST
445180,KR7445180003,퓨릿,ST
445680,KR7445680002,큐리옥스바이오시스템즈,ST
446540,KR7446540007,메가터치,ST
446840,KR7446840001,지슨,ST
448280,KR7448280008,에코아이,ST
448710,KR7448710004,코츠테크놀로지,ST
448900,KR7448900001,한국피아이엠,ST
450330,KR7450330006,하스,ST
450520,KR7450520002,인스웨이브,ST
450950,KR7450950001,아스테라시스,ST
451220,KR7451220008,아이엠티,ST
451250,KR7451250005,삐아,ST
451700,KR7451700009,엔에이치스팩29호,ST
451760,KR7451760003,컨텍,ST
452160,KR7452160005,제이엔비,ST
452190,KR7452190002,한빛레이저,ST
452200,KR7452200009,민테크,ST
452280,KR7452280001,한선엔지니어링,ST
452300,KR7452300007,캡스톤파트너스,ST
452400,KR7452400005,이닉스,ST
452430,KR7452430002,사피엔반도체,ST
452450,KR7452450000,피아이이,ST
452670,KR7452670003,상상인제4호스팩,ST
452980,KR7452980006,신한제11호스팩,ST
453450,KR7453450009,그리드위즈,ST
453860,KR7453860009,에이에스텍,ST
455180,KR7455180000,케이지에이,ST
455900,KR7455900001,엔젤로보틱스,ST
456010,KR7456010008,아이씨티케이,ST
456070,KR7456070002,이엔셀,ST
456160,KR7456160001,지투지바이오,ST
457370,KR7457370005,한켐,ST
457550,KR7457550002,우진엔텍,ST
457600,KR7457600005,벡트,ST
458350,KR7458350006,에스팀,ST
458650,KR7458650009,성우,ST
458870,KR7458870003,씨어스,ST
459100,KR7459100004,위츠,ST
459510,KR7459510004,나우로보틱스,ST
459550,KR7459550000,알트,ST
460470,KR7460470008,아이빔테크놀로지,ST
460870,KR7460870009,에스엠씨지,ST
460930,KR7460930001,현대힘스,ST
460940,KR7460940000,피앤에스로보틱스,ST
461030,KR7461030009,아이엠비디엑스,ST
461300,KR7461300006,아이스크림미디어,ST
462020,KR7462020009,에이치엠씨제6호스팩,ST
462310,KR7462310004,뉴키즈온,ST
462350,KR7462350000,이노스페이스,ST
462510,KR7462510009,라메디텍,ST
462860,KR7462860008,더즌,ST
462980,KR7462980004,아이지넷,ST
463020,KR7463020008,뉴엔AI,ST
463480,KR7463480004,모티브링크,ST
464080,KR7464080001,에스오에스랩,ST
464280,KR7464280007,티디에스팜,ST
464440,KR7464440007,한국제13호스팩,ST
464490,KR7464490002,쿼드메디슨,ST
464500,KR7464500008,아이언디바이스,ST
464580,KR7464580000,닷밀,ST
464680,KR7464680008,KB제27호스팩,ST
465320,KR7465320000,교보15호스팩,ST
465480,KR7465480002,인스피언,ST
466100,KR7466100005,클로봇,ST
466410,KR7466410008,사이냅소프트,ST
466690,KR7466690005,키움히어로제1호스팩,ST
466910,KR7466910007,엔에이치스팩30호,ST
467930,KR7467930004,IBKS제23호스팩,ST
468530,KR7468530001,프로티나,ST
468760,KR7468760004,유진스팩10호,ST
469480,KR7469480008,IBKS제24호스팩,ST
469610,KR7469610000,이노테크,ST
469750,KR7469750004,아이비젼웍스,ST
469880,KR7469880009,하나30호스팩,ST
469900,KR7469900005,하나31호스팩,ST
471050,KR7471050005,대신밸런스제17호스팩,ST
471820,KR7471820001,셀로맥스사이언스,ST
472220,KR7472220003,신영스팩10호,ST
472230,KR7472230002,에스케이증권제11호스팩,ST
472850,KR7472850007,폰드그룹,ST
473000,KR7473000008,에스케이증권제12호스팩,ST
473050,KR7473050003,유안타제15호스팩,ST
473950,KR7473950004,에스케이증권제13호스팩,ST
473980,KR7473980001,노머스,ST
474170,KR7474170008,루미르,ST
474490,KR7474490000,유안타제16호스팩,ST
474610,KR7474610003,RF시스템즈,ST
474650,KR7474650009,링크솔루션,ST
474660,KR7474660008,신한제12호스팩,ST
474930,KR7474930005,신한제13호스팩,ST
475230,KR7475230009,엔알비,ST
475240,KR7475240008,하나32호스팩,ST
475250,KR7475250007,하나33호스팩,ST
475400,KR7475400008,씨메스로보틱스,ST
475430,KR7475430005,키스트론,ST
475460,KR7475460002,미트박스,ST
475580,KR7475580007,에이럭스,ST
475660,KR7475660007,에스켐,ST
475830,KR7475830006,오름테라퓨틱,ST
475960,KR7475960001,토모큐브,ST
476040,KR7476040001,오가노이드사이언스,ST
476060,KR7476060009,온코닉테라퓨틱스,ST
476080,KR7476080007,M83,ST
476830,KR7476830005,알지노믹스,ST
477340,KR7477340004,에이치엠씨제7호스팩,ST
477380,KR7477380000,미래에셋비전스팩4호,ST
477470,KR7477470009,미래에셋비전스팩5호,ST
477760,KR7477760003,DB금융스팩12호,ST
478110,KR7478110000,이베스트스팩6호,ST
478340,KR7478340003,나라스페이스테크놀로지,ST
478390,KR7478390008,KB제29호스팩,ST
478440,KR7478440001,미래에셋비전스팩6호,ST
478560,KR7478560006,블랙야크아이앤씨,ST
479880,KR7479880007,한국제15호스팩,ST
479960,KR7479960007,위너스일렉,ST
481070,KR7481070001,에이유브랜즈,ST
481890,KR7481890002,엔에이치스팩31호,ST
482520,KR7482520004,교보16호스팩,ST
482630,KR7482630001,삼양엔씨켐,ST
482680,KR7482680006,미래에셋비전스팩7호,ST
482690,KR7482690005,대신밸런스제19호스팩,ST
484120,KR7484120001,도우인시스,ST
484130,KR7484130000,하나34호스팩,ST
484590,KR7484590005,삼양컴텍,ST
484810,KR7484810007,티엑스알로보틱스,ST
486630,KR7486630007,KB제30호스팩,ST
486990,KR7486990005,노타,ST
487360,KR7487360000,신한제14호스팩,ST
487720,KR7487720005,키움제10호스팩,ST
487830,KR7487830002,신한제15호스팩,ST
488060,KR7488060005,유진스팩11호,ST
488280,KR7488280009,에스투더블유,ST
488900,KR7488900002,비츠로넥스텍,ST
489210,KR7489210005,교보17호스팩,ST
489460,KR7489460006,바이오비쥬,ST
489480,KR7489480004,키움제11호스팩,ST
489500,KR7489500009,엘케이켐,ST
489730,KR7489730002,디비금융제13호스팩,ST
490470,KR7490470002,세미파이브,ST
491000,KR7491000006,리브스메드,ST
492220,KR7492220009,KB제31호스팩,ST
493280,KR7493280002,아이엠바이오로직스,ST
493330,KR7493330005,지에프아이,ST
493790,KR7493790000,유안타제17호스팩,ST
494120,KR7494120009,큐리오시스,ST
496070,KR7496070004,신한제16호스팩,ST
498390,KR7498390004,한화플러스제5호스팩,ST
